"rate","time"
"41168.86","2023-12-12 00:12:04.36+00"
"41183.47","2023-12-12 00:12:35.049+00"
"41158.45","2023-12-12 00:13:06.02+00"
"41178.96","2023-12-12 00:13:36.099+00"
"41204.2","2023-12-12 00:14:06.24+00"
"41176.88","2023-12-12 00:14:36.767+00"
"41177.7","2023-12-12 00:15:06.842+00"
"41198.91","2023-12-12 00:15:37.505+00"
"41235.02","2023-12-12 00:16:08.493+00"
"41241.8","2023-12-12 00:16:38.91+00"
"41260.89","2023-12-12 00:17:09.65+00"
"41263.4","2023-12-12 00:17:40.208+00"
"41292.24","2023-12-12 00:18:10.504+00"
"41359.7","2023-12-12 00:18:40.553+00"
"41377.51","2023-12-12 00:19:10.671+00"
"41367.4","2023-12-12 00:19:41.244+00"
"41362.94","2023-12-12 00:20:11.34+00"
"41369.38","2023-12-12 00:20:41.405+00"
"41379.03","2023-12-12 00:21:11.755+00"
"41380.64","2023-12-12 00:21:42.362+00"
"41396.91","2023-12-12 00:22:13.053+00"
"41483.43","2023-12-12 00:22:43.11+00"
"41484.37","2023-12-12 00:23:13.223+00"
"41503.09","2023-12-12 00:23:43.26+00"
"41637","2023-12-12 00:24:13.261+00"
"41609.86","2023-12-12 00:24:43.55+00"
"41659.86","2023-12-12 00:25:13.78+00"
"41655.82","2023-12-12 00:25:43.81+00"
"41609.98","2023-12-12 00:26:13.856+00"
"41581.75","2023-12-12 00:26:44.009+00"
"41558.51","2023-12-12 00:27:14.478+00"
"41535.88","2023-12-12 00:27:45.012+00"
"41551.17","2023-12-12 00:28:15.209+00"
"41633.33","2023-12-12 00:28:45.501+00"
"41627","2023-12-12 00:29:15.524+00"
"41632.91","2023-12-12 00:29:45.549+00"
"41671","2023-12-12 00:30:15.602+00"
"41557.57","2023-12-12 00:30:45.858+00"
"41568.8","2023-12-12 00:31:16.411+00"
"41556.51","2023-12-12 00:31:47.1+00"
"41532.96","2023-12-12 00:32:17.25+00"
"41491.25","2023-12-12 00:32:47.604+00"
"41502.58","2023-12-12 00:33:18.143+00"
"41486.03","2023-12-12 00:33:48.244+00"
"41472","2023-12-12 00:34:18.313+00"
"41510.25","2023-12-12 00:34:49.406+00"
"41513.03","2023-12-12 00:35:20.103+00"
"41503.52","2023-12-12 00:35:51.226+00"
"41541.2","2023-12-12 00:36:21.549+00"
"41571","2023-12-12 00:36:51.724+00"
"41558.84","2023-12-12 00:37:21.953+00"
"41616.77","2023-12-12 00:37:52.068+00"
"41619.61","2023-12-12 00:38:22.345+00"
"41694","2023-12-12 00:38:52.438+00"
"41614.74","2023-12-12 00:39:22.445+00"
"41591.17","2023-12-12 00:39:54.657+00"
"41600.1","2023-12-12 00:40:26.224+00"
"41630.43","2023-12-12 00:40:56.35+00"
"41652","2023-12-12 00:41:26.695+00"
"41587.56","2023-12-12 00:41:56.792+00"
"41578.81","2023-12-12 00:42:27.065+00"
"41587.73","2023-12-12 00:42:57.382+00"
"41610","2023-12-12 00:43:27.492+00"
"41570.91","2023-12-12 00:43:57.525+00"
"41598","2023-12-12 00:44:27.968+00"
"41565.78","2023-12-12 00:44:58.597+00"
"41597.19","2023-12-12 00:45:28.799+00"
"41571.7","2023-12-12 00:45:58.885+00"
"41667","2023-12-12 00:46:28.951+00"
"41668.43","2023-12-12 00:46:59.338+00"
"41665.02","2023-12-12 00:47:29.351+00"
"41714","2023-12-12 00:47:59.522+00"
"41686.55","2023-12-12 00:48:29.649+00"
"41668.14","2023-12-12 00:49:00.417+00"
"41661.56","2023-12-12 00:49:30.561+00"
"41685.36","2023-12-12 00:50:00.582+00"
"41666.38","2023-12-12 00:50:30.769+00"
"41636.2","2023-12-12 00:51:02.013+00"
"41652.07","2023-12-12 00:51:32.402+00"
"41624.79","2023-12-12 00:52:02.626+00"
"41628","2023-12-12 00:52:33.012+00"
"41630.56","2023-12-12 00:53:03.347+00"
"41665.86","2023-12-12 00:53:33.373+00"
"41678.31","2023-12-12 00:54:03.669+00"
"41709","2023-12-12 00:54:33.683+00"
"41735.66","2023-12-12 00:55:03.848+00"
"41731.73","2023-12-12 00:55:34.109+00"
"41738.1","2023-12-12 00:56:04.652+00"
"41737.09","2023-12-12 00:56:34.697+00"
"41728.8","2023-12-12 00:57:04.884+00"
"41718.64","2023-12-12 00:57:34.937+00"
"41735.01","2023-12-12 00:58:05+00"
"41708.12","2023-12-12 00:58:35.238+00"
"41692.2","2023-12-12 00:59:05.63+00"
"41702","2023-12-12 00:59:35.67+00"
"41688.8","2023-12-12 01:00:06.187+00"
"41674.33","2023-12-12 01:00:36.499+00"
"41689.99","2023-12-12 01:01:06.728+00"
"41678.13","2023-12-12 01:01:36.994+00"
"41673.07","2023-12-12 01:02:07.731+00"
"41654.61","2023-12-12 01:02:37.927+00"
"41654.78","2023-12-12 01:03:08.292+00"
"41649.03","2023-12-12 01:03:38.323+00"
"41688.94","2023-12-12 01:04:08.392+00"
"41702.53","2023-12-12 01:04:38.548+00"
"41681.08","2023-12-12 01:05:09.8+00"
"41689.39","2023-12-12 01:05:41.833+00"
"41727.96","2023-12-12 01:06:12.203+00"
"41711.41","2023-12-12 01:06:42.56+00"
"41735.13","2023-12-12 01:07:13.019+00"
"41740.75","2023-12-12 01:07:43.601+00"
"41744","2023-12-12 01:08:13.905+00"
"41758.95","2023-12-12 01:08:44.078+00"
"41733.97","2023-12-12 01:09:14.285+00"
"41725.63","2023-12-12 01:09:45.05+00"
"41736.45","2023-12-12 01:10:15.987+00"
"41739.67","2023-12-12 01:10:46.521+00"
"41757.13","2023-12-12 01:11:17.128+00"
"41761.14","2023-12-12 01:11:47.444+00"
"41785.32","2023-12-12 01:12:17.479+00"
"41803.7","2023-12-12 01:12:47.725+00"
"41799.85","2023-12-12 01:13:17.759+00"
"41797.6","2023-12-12 01:13:48.165+00"
"41794","2023-12-12 01:14:20.217+00"
"41830.25","2023-12-12 01:14:50.283+00"
"41817.79","2023-12-12 01:15:20.618+00"
"41817.44","2023-12-12 01:15:51.828+00"
"41787.32","2023-12-12 01:16:22.733+00"
"41800","2023-12-12 01:16:53.464+00"
"41799.9","2023-12-12 01:17:24.089+00"
"41783.61","2023-12-12 01:17:54.274+00"
"41775.22","2023-12-12 01:18:24.378+00"
"41772.13","2023-12-12 01:18:55.429+00"
"41775","2023-12-12 01:19:25.553+00"
"41779.34","2023-12-12 01:19:55.607+00"
"41780.76","2023-12-12 01:20:25.767+00"
"41710.15","2023-12-12 01:20:56.336+00"
"41700.7","2023-12-12 01:21:26.41+00"
"41704.7","2023-12-12 01:21:56.607+00"
"41725.81","2023-12-12 01:22:26.645+00"
"41700","2023-12-12 01:22:57.257+00"
"41664.64","2023-12-12 01:23:28.012+00"
"41661.75","2023-12-12 01:23:58.193+00"
"41630.53","2023-12-12 01:24:28.726+00"
"41638.22","2023-12-12 01:24:59.14+00"
"41621.43","2023-12-12 01:25:29.918+00"
"41655.99","2023-12-12 01:26:00.285+00"
"41651","2023-12-12 01:26:30.829+00"
"41690.42","2023-12-12 01:27:00.922+00"
"41677.32","2023-12-12 01:27:30.963+00"
"41682.36","2023-12-12 01:28:01.037+00"
"41721.7","2023-12-12 01:28:32.107+00"
"41717","2023-12-12 01:29:02.329+00"
"41712.4","2023-12-12 01:29:32.495+00"
"41713.39","2023-12-12 01:30:02.855+00"
"41751","2023-12-12 01:30:33.037+00"
"41630.93","2023-12-12 01:31:03.088+00"
"41664.88","2023-12-12 01:31:33.947+00"
"41687.3","2023-12-12 01:32:04.425+00"
"41704.9","2023-12-12 01:32:34.506+00"
"41708.54","2023-12-12 01:33:04.687+00"
"41675.07","2023-12-12 01:33:34.875+00"
"41662.7","2023-12-12 01:34:05.588+00"
"41660.13","2023-12-12 01:34:38.029+00"
"41705","2023-12-12 01:35:08.913+00"
"41678.44","2023-12-12 01:35:39.273+00"
"41677.57","2023-12-12 01:36:09.543+00"
"41652.56","2023-12-12 01:36:40.089+00"
"41651.53","2023-12-12 01:37:10.265+00"
"41661.5","2023-12-12 01:37:40.462+00"
"41657.54","2023-12-12 01:38:10.75+00"
"41637.48","2023-12-12 01:38:41.704+00"
"41649.44","2023-12-12 01:39:12.749+00"
"41689.83","2023-12-12 01:39:42.968+00"
"41677.92","2023-12-12 01:40:12.981+00"
"41695.69","2023-12-12 01:40:43.267+00"
"41669.16","2023-12-12 01:41:13.635+00"
"41640.18","2023-12-12 01:41:44.141+00"
"41652.08","2023-12-12 01:42:14.42+00"
"41668.2","2023-12-12 01:42:44.826+00"
"41660.04","2023-12-12 01:43:15.124+00"
"41628.24","2023-12-12 01:43:45.245+00"
"41609.52","2023-12-12 01:44:15.404+00"
"41587.14","2023-12-12 01:44:45.55+00"
"41575.4","2023-12-12 01:45:15.872+00"
"41590.71","2023-12-12 01:45:46.189+00"
"41618.33","2023-12-12 01:46:16.326+00"
"41605.19","2023-12-12 01:46:46.697+00"
"41620.57","2023-12-12 01:47:17.176+00"
"41627.05","2023-12-12 01:47:48.353+00"
"41638.42","2023-12-12 01:48:18.702+00"
"41619.9","2023-12-12 01:48:48.859+00"
"41631.5","2023-12-12 01:49:18.912+00"
"41637.3","2023-12-12 01:49:49.636+00"
"41616.94","2023-12-12 01:50:20.088+00"
"41645.98","2023-12-12 01:50:50.489+00"
"41623.48","2023-12-12 01:51:20.896+00"
"41631.26","2023-12-12 01:51:51.176+00"
"41628.34","2023-12-12 01:52:23.386+00"
"41631.68","2023-12-12 01:52:53.831+00"
"41655.11","2023-12-12 01:53:24.025+00"
"41667.8","2023-12-12 01:53:54.628+00"
"41654.89","2023-12-12 01:54:24.999+00"
"41630.08","2023-12-12 01:54:55.628+00"
"41645.27","2023-12-12 01:55:27.908+00"
"41653.9","2023-12-12 01:55:57.96+00"
"41697","2023-12-12 01:56:28.185+00"
"41656.33","2023-12-12 01:56:58.716+00"
"41645.09","2023-12-12 01:57:29.225+00"
"41640.95","2023-12-12 01:57:59.408+00"
"41641.77","2023-12-12 01:58:29.774+00"
"41635.21","2023-12-12 01:59:00.768+00"
"41696","2023-12-12 01:59:31.773+00"
"41660.21","2023-12-12 02:00:01.836+00"
"41656.59","2023-12-12 02:00:32.017+00"
"41683.33","2023-12-12 02:01:02.214+00"
"41713","2023-12-12 02:01:32.501+00"
"41688.84","2023-12-12 02:02:02.553+00"
"41682.49","2023-12-12 02:02:33.261+00"
"41681.12","2023-12-12 02:03:03.306+00"
"41686.6","2023-12-12 02:03:33.74+00"
"41678.47","2023-12-12 02:04:04.622+00"
"41672","2023-12-12 02:04:34.869+00"
"41665.01","2023-12-12 02:05:05.035+00"
"41683.4","2023-12-12 02:05:36.889+00"
"41680.37","2023-12-12 02:06:07.113+00"
"41676.68","2023-12-12 02:06:37.168+00"
"41687.76","2023-12-12 02:07:07.888+00"
"41696.21","2023-12-12 02:07:38.316+00"
"41673.14","2023-12-12 02:08:09.241+00"
"41677.57","2023-12-12 02:08:39.251+00"
"41668.58","2023-12-12 02:09:10.14+00"
"41695.01","2023-12-12 02:09:41+00"
"41695.18","2023-12-12 02:10:11.696+00"
"41698.78","2023-12-12 02:10:42.216+00"
"41709.37","2023-12-12 02:11:12.456+00"
"41749","2023-12-12 02:11:42.599+00"
"41732.17","2023-12-12 02:12:12.904+00"
"41734.36","2023-12-12 02:12:43.485+00"
"41744.74","2023-12-12 02:13:13.702+00"
"41770","2023-12-12 02:13:44.107+00"
"41746.83","2023-12-12 02:14:14.971+00"
"41790","2023-12-12 02:14:45.145+00"
"41761.34","2023-12-12 02:15:15.62+00"
"41766.02","2023-12-12 02:15:45.694+00"
"41779","2023-12-12 02:16:15.734+00"
"41807.8","2023-12-12 02:16:46.223+00"
"41822.44","2023-12-12 02:17:16.685+00"
"41861.26","2023-12-12 02:17:46.716+00"
"41844.07","2023-12-12 02:18:16.758+00"
"41859.27","2023-12-12 02:18:46.934+00"
"41842.84","2023-12-12 02:19:17.787+00"
"41850.01","2023-12-12 02:19:48.282+00"
"41888","2023-12-12 02:20:19.642+00"
"41821.55","2023-12-12 02:20:49.82+00"
"41813.39","2023-12-12 02:21:19.874+00"
"41852.5","2023-12-12 02:21:49.972+00"
"41856.5","2023-12-12 02:22:19.975+00"
"41888.37","2023-12-12 02:22:50.136+00"
"41869.16","2023-12-12 02:23:20.305+00"
"41869.9","2023-12-12 02:23:51.494+00"
"41866.94","2023-12-12 02:24:21.825+00"
"41820.7","2023-12-12 02:24:52.131+00"
"41830","2023-12-12 02:25:22.492+00"
"41834.99","2023-12-12 02:25:52.501+00"
"41854.81","2023-12-12 02:26:23.319+00"
"41877.28","2023-12-12 02:26:56.585+00"
"41920","2023-12-12 02:27:26.737+00"
"41869.32","2023-12-12 02:27:56.965+00"
"41852.9","2023-12-12 02:28:27.309+00"
"41849.82","2023-12-12 02:28:57.518+00"
"41845.25","2023-12-12 02:29:27.539+00"
"41850","2023-12-12 02:29:57.648+00"
"41877.88","2023-12-12 02:30:28.867+00"
"41876.45","2023-12-12 02:30:59.2+00"
"41886.43","2023-12-12 02:31:29.227+00"
"41865.22","2023-12-12 02:31:59.413+00"
"41838.15","2023-12-12 02:32:30.61+00"
"41872.1","2023-12-12 02:33:00.73+00"
"41840.54","2023-12-12 02:33:31.832+00"
"41843.05","2023-12-12 02:34:02.451+00"
"41831.41","2023-12-12 02:34:32.615+00"
"41830.25","2023-12-12 02:35:02.836+00"
"41849.19","2023-12-12 02:35:33.924+00"
"41860","2023-12-12 02:36:04.522+00"
"41869.43","2023-12-12 02:36:35.128+00"
"41866.1","2023-12-12 02:37:05.224+00"
"41872.75","2023-12-12 02:37:35.729+00"
"41871.17","2023-12-12 02:38:05.805+00"
"41857.56","2023-12-12 02:38:36.047+00"
"41879.58","2023-12-12 02:39:06.301+00"
"41894.43","2023-12-12 02:39:36.547+00"
"41894.09","2023-12-12 02:40:07.079+00"
"41893.9","2023-12-12 02:40:37.232+00"
"41909.5","2023-12-12 02:41:09.003+00"
"41917.79","2023-12-12 02:41:40.681+00"
"41908.57","2023-12-12 02:42:11.168+00"
"41897.6","2023-12-12 02:42:41.704+00"
"41879.55","2023-12-12 02:43:13.318+00"
"41881.7","2023-12-12 02:43:43.595+00"
"41893.9","2023-12-12 02:44:14.556+00"
"41892.47","2023-12-12 02:44:44.672+00"
"41880.49","2023-12-12 02:45:14.734+00"
"41893.13","2023-12-12 02:45:45.277+00"
"41882.2","2023-12-12 02:46:15.608+00"
"41839.13","2023-12-12 02:46:45.868+00"
"41832.04","2023-12-12 02:47:16.489+00"
"41836.68","2023-12-12 02:47:46.866+00"
"41820.28","2023-12-12 02:48:16.988+00"
"41808.5","2023-12-12 02:48:47.71+00"
"41821.66","2023-12-12 02:49:17.823+00"
"41819.5","2023-12-12 02:49:47.972+00"
"41810.65","2023-12-12 02:50:19.983+00"
"41823.34","2023-12-12 02:50:51.074+00"
"41829.77","2023-12-12 02:51:21.922+00"
"41821.2","2023-12-12 02:51:52.073+00"
"41823.73","2023-12-12 02:52:23.039+00"
"41836.62","2023-12-12 02:52:53.407+00"
"41837.51","2023-12-12 02:53:23.578+00"
"41841.07","2023-12-12 02:53:53.858+00"
"41839.27","2023-12-12 02:54:23.946+00"
"41812.6","2023-12-12 02:54:54.274+00"
"41828.13","2023-12-12 02:55:25.213+00"
"41826.57","2023-12-12 02:55:56.213+00"
"41838.13","2023-12-12 02:56:26.522+00"
"41832.41","2023-12-12 02:56:57.34+00"
"41860.31","2023-12-12 02:57:27.574+00"
"41861.97","2023-12-12 02:57:58.572+00"
"41872.32","2023-12-12 02:58:28.69+00"
"41856.49","2023-12-12 02:58:59.201+00"
"41853.11","2023-12-12 02:59:29.313+00"
"41850.9","2023-12-12 02:59:59.389+00"
"41840.02","2023-12-12 03:00:29.514+00"
"41823.86","2023-12-12 03:00:59.685+00"
"41832","2023-12-12 03:01:29.985+00"
"41800.01","2023-12-12 03:02:00.788+00"
"41794.5","2023-12-12 03:02:31.401+00"
"41789.24","2023-12-12 03:03:01.769+00"
"41795.57","2023-12-12 03:03:32.089+00"
"41794.68","2023-12-12 03:04:02.738+00"
"41797.05","2023-12-12 03:04:33.067+00"
"41799.5","2023-12-12 03:05:03.091+00"
"41804.39","2023-12-12 03:05:33.302+00"
"41800.98","2023-12-12 03:06:03.895+00"
"41803.92","2023-12-12 03:06:34.087+00"
"41806.12","2023-12-12 03:07:04.437+00"
"41827.07","2023-12-12 03:07:34.644+00"
"41829.8","2023-12-12 03:08:06.4+00"
"41802.1","2023-12-12 03:08:36.513+00"
"41848.64","2023-12-12 03:09:06.768+00"
"41838.61","2023-12-12 03:09:37.091+00"
"41835.39","2023-12-12 03:10:08.483+00"
"41842.63","2023-12-12 03:10:38.521+00"
"41848.95","2023-12-12 03:11:08.723+00"
"41848.7","2023-12-12 03:11:38.878+00"
"41845.33","2023-12-12 03:12:09.644+00"
"41823.23","2023-12-12 03:12:39.849+00"
"41817.56","2023-12-12 03:13:10.772+00"
"41838.74","2023-12-12 03:13:42.214+00"
"41836.55","2023-12-12 03:14:13.412+00"
"41853.91","2023-12-12 03:14:44.268+00"
"41843.46","2023-12-12 03:15:15.055+00"
"41835.21","2023-12-12 03:15:45.128+00"
"41861.11","2023-12-12 03:16:15.907+00"
"41872.12","2023-12-12 03:16:46.999+00"
"41872.87","2023-12-12 03:17:18.335+00"
"41858","2023-12-12 03:17:48.582+00"
"41861","2023-12-12 03:18:18.682+00"
"41821.54","2023-12-12 03:18:50.281+00"
"41807.77","2023-12-12 03:19:23.123+00"
"41815.8","2023-12-12 03:19:53.752+00"
"41819.78","2023-12-12 03:20:24.743+00"
"41815.74","2023-12-12 03:20:54.811+00"
"41811.44","2023-12-12 03:21:25.224+00"
"41809.48","2023-12-12 03:21:56.056+00"
"41803.58","2023-12-12 03:22:26.307+00"
"41825.39","2023-12-12 03:22:56.527+00"
"41844.34","2023-12-12 03:23:28.935+00"
"41848.5","2023-12-12 03:23:59.083+00"
"41856.23","2023-12-12 03:24:29.649+00"
"41869","2023-12-12 03:25:00.749+00"
"41856.67","2023-12-12 03:25:32.179+00"
"41834.86","2023-12-12 03:26:02.429+00"
"41858.09","2023-12-12 03:26:32.725+00"
"41856.83","2023-12-12 03:27:03.095+00"
"41865.56","2023-12-12 03:27:33.834+00"
"41856.28","2023-12-12 03:28:04.513+00"
"41856.61","2023-12-12 03:28:35.774+00"
"41850","2023-12-12 03:29:06.306+00"
"41856.54","2023-12-12 03:29:40.6+00"
"41845.44","2023-12-12 03:30:11.273+00"
"41848.64","2023-12-12 03:30:41.581+00"
"41837.26","2023-12-12 03:31:11.836+00"
"41847.22","2023-12-12 03:31:42.517+00"
"41847.22","2023-12-12 03:32:13.864+00"
"41836.44","2023-12-12 03:32:44.207+00"
"41840.19","2023-12-12 03:33:15.081+00"
"41848.8","2023-12-12 03:33:46.093+00"
"41847.3","2023-12-12 03:34:16.223+00"
"41869.73","2023-12-12 03:34:46.322+00"
"41859.4","2023-12-12 03:35:16.731+00"
"41860.4","2023-12-12 03:35:47.319+00"
"41869.26","2023-12-12 03:36:19.036+00"
"41860.09","2023-12-12 03:36:50.626+00"
"41869.12","2023-12-12 03:37:20.757+00"
"41845","2023-12-12 03:37:51.537+00"
"41845.1","2023-12-12 03:38:21.678+00"
"41836.27","2023-12-12 03:38:52.805+00"
"41830.13","2023-12-12 03:39:23.386+00"
"41828.1","2023-12-12 03:39:53.729+00"
"41824.85","2023-12-12 03:40:25.643+00"
"41807.86","2023-12-12 03:40:55.661+00"
"41799.86","2023-12-12 03:41:26.635+00"
"41797.1","2023-12-12 03:41:56.768+00"
"41796.5","2023-12-12 03:42:27.827+00"
"41783.51","2023-12-12 03:42:58.49+00"
"41786.73","2023-12-12 03:43:28.503+00"
"41774.95","2023-12-12 03:43:58.75+00"
"41761.31","2023-12-12 03:44:29.23+00"
"41750.62","2023-12-12 03:44:59.54+00"
"41743.26","2023-12-12 03:45:29.761+00"
"41742.66","2023-12-12 03:46:00.663+00"
"41779.66","2023-12-12 03:46:31.812+00"
"41772.14","2023-12-12 03:47:02.306+00"
"41774.15","2023-12-12 03:47:32.527+00"
"41759.61","2023-12-12 03:48:04.133+00"
"41765.64","2023-12-12 03:48:34.494+00"
"41757.32","2023-12-12 03:49:05.48+00"
"41759.09","2023-12-12 03:49:35.526+00"
"41766.18","2023-12-12 03:50:05.801+00"
"41768","2023-12-12 03:50:36.295+00"
"41762.82","2023-12-12 03:51:07.03+00"
"41766.81","2023-12-12 03:51:37.821+00"
"41767.64","2023-12-12 03:52:08.073+00"
"41753.66","2023-12-12 03:52:39.335+00"
"41750.58","2023-12-12 03:53:09.94+00"
"41772.2","2023-12-12 03:53:40.325+00"
"41757.65","2023-12-12 03:54:10.572+00"
"41758.38","2023-12-12 03:54:42.228+00"
"41761.05","2023-12-12 03:55:13.131+00"
"41758.69","2023-12-12 03:55:43.654+00"
"41733.42","2023-12-12 03:56:14.151+00"
"41733.1","2023-12-12 03:56:44.299+00"
"41740.98","2023-12-12 03:57:15.088+00"
"41733.82","2023-12-12 03:57:46.581+00"
"41738.22","2023-12-12 03:58:16.79+00"
"41733.02","2023-12-12 03:58:46.807+00"
"41718.89","2023-12-12 03:59:18.08+00"
"41721.62","2023-12-12 03:59:48.445+00"
"41720.68","2023-12-12 04:00:18.677+00"
"41719.6","2023-12-12 04:00:48.751+00"
"41719.19","2023-12-12 04:01:18.968+00"
"41706.8","2023-12-12 04:01:49.115+00"
"41704.43","2023-12-12 04:02:19.156+00"
"41695.63","2023-12-12 04:02:50.32+00"
"41700","2023-12-12 04:03:21.396+00"
"41694.5","2023-12-12 04:03:51.56+00"
"41694.41","2023-12-12 04:04:22.033+00"
"41702.13","2023-12-12 04:04:52.174+00"
"41717.48","2023-12-12 04:05:22.696+00"
"41716.85","2023-12-12 04:05:52.821+00"
"41717.08","2023-12-12 04:06:23.003+00"
"41721.58","2023-12-12 04:06:53.314+00"
"41717.92","2023-12-12 04:07:24.266+00"
"41719.95","2023-12-12 04:07:54.6+00"
"41703.03","2023-12-12 04:08:25.509+00"
"41706.84","2023-12-12 04:08:55.61+00"
"41708.28","2023-12-12 04:09:26.07+00"
"41730.39","2023-12-12 04:09:56.09+00"
"41728.54","2023-12-12 04:10:26.221+00"
"41728.36","2023-12-12 04:10:56.584+00"
"41730.39","2023-12-12 04:11:27.323+00"
"41743.97","2023-12-12 04:11:57.643+00"
"41742.81","2023-12-12 04:12:28.415+00"
"41741.63","2023-12-12 04:12:58.56+00"
"41719.47","2023-12-12 04:13:28.563+00"
"41713.05","2023-12-12 04:13:58.683+00"
"41695.11","2023-12-12 04:14:29.316+00"
"41697.14","2023-12-12 04:14:59.942+00"
"41687.22","2023-12-12 04:15:30.451+00"
"41671.5","2023-12-12 04:16:00.911+00"
"41679","2023-12-12 04:16:31.343+00"
"41680.74","2023-12-12 04:17:02.115+00"
"41670","2023-12-12 04:17:32.414+00"
"41685.75","2023-12-12 04:18:03.051+00"
"41692.18","2023-12-12 04:18:33.204+00"
"41682.54","2023-12-12 04:19:03.324+00"
"41689.4","2023-12-12 04:19:33.332+00"
"41688.39","2023-12-12 04:20:04.071+00"
"41685.62","2023-12-12 04:20:34.631+00"
"41680.04","2023-12-12 04:21:04.73+00"
"41669.42","2023-12-12 04:21:34.735+00"
"41702","2023-12-12 04:22:04.774+00"
"41703","2023-12-12 04:22:34.921+00"
"41654","2023-12-12 04:23:05.287+00"
"41629.24","2023-12-12 04:23:35.564+00"
"41631.7","2023-12-12 04:24:05.88+00"
"41642.87","2023-12-12 04:24:37.786+00"
"41635.11","2023-12-12 04:25:08.596+00"
"41682","2023-12-12 04:25:38.708+00"
"41651.4","2023-12-12 04:26:08.737+00"
"41630.72","2023-12-12 04:26:38.935+00"
"41632.71","2023-12-12 04:27:09.196+00"
"41638.03","2023-12-12 04:27:40.533+00"
"41630.8","2023-12-12 04:28:11.584+00"
"41638.46","2023-12-12 04:28:41.953+00"
"41635.57","2023-12-12 04:29:13.223+00"
"41644.79","2023-12-12 04:29:43.353+00"
"41640.77","2023-12-12 04:30:14.016+00"
"41641.64","2023-12-12 04:30:44.168+00"
"41645.06","2023-12-12 04:31:15.256+00"
"41645.65","2023-12-12 04:31:45.714+00"
"41645.04","2023-12-12 04:32:15.884+00"
"41651.7","2023-12-12 04:32:46.246+00"
"41627.38","2023-12-12 04:33:16.793+00"
"41618.84","2023-12-12 04:33:47.938+00"
"41619.1","2023-12-12 04:34:19.072+00"
"41615","2023-12-12 04:34:50.597+00"
"41613.52","2023-12-12 04:35:21.7+00"
"41638.8","2023-12-12 04:35:51.742+00"
"41675","2023-12-12 04:36:21.881+00"
"41630.31","2023-12-12 04:36:52.72+00"
"41630","2023-12-12 04:37:25.475+00"
"41601.88","2023-12-12 04:37:56.552+00"
"41599.52","2023-12-12 04:38:26.684+00"
"41601.69","2023-12-12 04:38:57.283+00"
"41601.33","2023-12-12 04:39:27.729+00"
"41605.1","2023-12-12 04:39:58.366+00"
"41586.68","2023-12-12 04:40:29.028+00"
"41581.82","2023-12-12 04:40:59.194+00"
"41575.79","2023-12-12 04:41:29.29+00"
"41545.13","2023-12-12 04:41:59.661+00"
"41529.66","2023-12-12 04:42:29.973+00"
"41568.5","2023-12-12 04:43:00.113+00"
"41534.43","2023-12-12 04:43:31.081+00"
"41518.45","2023-12-12 04:44:01.214+00"
"41523.59","2023-12-12 04:44:31.555+00"
"41507.42","2023-12-12 04:45:01.685+00"
"41523.6","2023-12-12 04:45:31.761+00"
"41509.07","2023-12-12 04:46:02.331+00"
"41524.1","2023-12-12 04:46:32.602+00"
"41504.55","2023-12-12 04:47:02.845+00"
"41512.93","2023-12-12 04:47:34.112+00"
"41510.59","2023-12-12 04:48:05.612+00"
"41531.05","2023-12-12 04:48:37.111+00"
"41521.67","2023-12-12 04:49:07.328+00"
"41535.5","2023-12-12 04:49:39.375+00"
"41544.22","2023-12-12 04:50:09.492+00"
"41561.94","2023-12-12 04:50:39.509+00"
"41604","2023-12-12 04:51:09.811+00"
"41542.9","2023-12-12 04:51:40.056+00"
"41553.4","2023-12-12 04:52:10.289+00"
"41543.25","2023-12-12 04:52:41.348+00"
"41525.2","2023-12-12 04:53:11.962+00"
"41509.97","2023-12-12 04:53:42.304+00"
